# HOLES(7),# OF HOLES,# OF PUTTS,# OF SHOTS(5),%(11),%(4),%(7),AVG,AVG DTP(5),AVG(0),AVG(1),AVG(10),AVG(12),AVG(13),AVG(2),AVG(3),AVG(6),AVG(8),AVG(9),BIRDIE CONVERSION,FAIRWAYS HIT(11),GIR PUTTS,GREENS HIT,GREENS HIT(7),LOW TOTAL PUTTS,MEASURED ROUNDS(1),MEASURED ROUNDS(12),MEASURED ROUNDS(2),MEASURED ROUNDS(3),MEASURED ROUNDS(6),MEASURED ROUNDS(8),MEASURED ROUNDS(9),MISSED GIR(4),MOVEMENT,MOVEMENT(1),MOVEMENT(10),MOVEMENT(11),MOVEMENT(12),MOVEMENT(13),MOVEMENT(14),MOVEMENT(2),MOVEMENT(3),MOVEMENT(4),MOVEMENT(5),MOVEMENT(6),MOVEMENT(7),MOVEMENT(8),MOVEMENT(9),PAR OR BETTER(4),PLAYER,PLAYER_ID,POSSIBLE FAIRWAYS(11),RANK,RANK(0),RANK(1),RANK(10),RANK(11),RANK(12),RANK(13),RANK(2),RANK(3),RANK(4),RANK(5),RANK(6),RANK(7),RANK(8),RANK(9),RELATIVE/PAR(7),SCRAMBLING RANK(5),SG:APR(8),SG:ARG(8),SG:OTT(8),TOTAL ADJUSTMENT(0),TOTAL DISTANCE (FEET)(5),TOTAL DISTANCE(10),TOTAL DRIVES(10),TOTAL PUTTS,TOTAL ROUNDS,TOTAL ROUNDS(0),TOTAL ROUNDS(13),TOTAL SG:APP(6),TOTAL SG:ARG(3),TOTAL SG:OTT(9),TOTAL SG:P(12),TOTAL SG:PUTTING(1),TOTAL SG:PUTTING(2),TOTAL SG:T(12),TOTAL SG:T2G(12),TOTAL STROKES(0),TOTAL STROKES(13)
918.0,918.0,1477.0,292.0,65.11%,60.06%,65.90%,1.609,"7' 5""",71.719,0.035,296.7,-0.336,70.63,0.035,-0.092,-0.388,-0.371,0.109,29.47%,461.0,1074.0,605.0,605.0,23.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,313.0,1.0,12.0,1.0,-5.0,-5.0,-2.0,-4.0,12.0,-6.0,1.0,13.0,-5.0,3.0,-14.0,-15.0,188.0,Hayden Buckley,55708,708.0,99.0,157.0,92.0,116.0,30.0,138.0,141.0,92.0,121.0,88.0,68.0,154.0,100.0,143.0,80.0,-0.26,88.0,-0.388,-0.092,0.109,58.839,2170.417,30259.0,102.0,1477.0,51.0,54.0,54.0,-18.222,-4.337,5.104,1.656,1.656,1.656,-15.797,-17.454,3814.0,3814.0
702.0,702.0,1082.0,263.0,47.03%,64.03%,60.40%,1.541,"7' 3""",71.415,0.842,291.5,-0.253,70.33,0.842,0.193,-0.38,-1.095,-0.907,33.73%,253.0,735.0,424.0,424.0,23.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,278.0,0.0,0.0,-6.0,-3.0,-23.0,-13.0,-12.0,0.0,-19.0,-21.0,-28.0,-7.0,-3.0,-2.0,-4.0,178.0,Taylor Montgomery,55789,538.0,2.0,134.0,1.0,149.0,177.0,132.0,107.0,1.0,48.0,29.0,47.0,152.0,175.0,168.0,175.0,-0.31,29.0,-0.38,0.193,-0.907,46.824,1907.0,22735.0,78.0,1082.0,39.0,43.0,43.0,-14.07,7.128,-33.576,31.161,31.161,31.161,-9.343,-40.504,3024.0,3024.0
1152.0,1152.0,1847.0,340.0,57.48%,64.35%,68.84%,1.603,"7' 1""",70.624,0.3,307.1,0.539,69.57,0.3,0.165,-0.328,0.239,0.403,30.51%,507.0,1397.0,793.0,793.0,22.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,359.0,0.0,-11.0,-4.0,1.0,1.0,2.0,0.0,-11.0,3.0,5.0,-1.0,1.0,-1.0,3.0,2.0,231.0,Sam Stevens,55893,882.0,80.0,48.0,44.0,32.0,127.0,43.0,22.0,44.0,51.0,25.0,31.0,142.0,29.0,69.0,21.0,-0.28,25.0,-0.328,0.165,0.403,71.445,2398.417,39308.0,128.0,1847.0,64.0,68.0,68.0,-18.063,9.064,22.165,16.484,16.484,16.484,29.651,13.166,4731.0,4731.0
1188.0,1224.0,1944.0,389.0,65.11%,61.90%,66.41%,1.588,"7' 6""",70.162,0.382,298.7,1.141,69.72,0.382,-0.063,0.494,0.759,0.328,32.67%,599.0,1406.0,810.0,789.0,21.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,399.0,-5.0,2.0,-4.0,6.0,0.0,-6.0,-1.0,2.0,-3.0,0.0,-5.0,1.0,-12.0,1.0,-4.0,247.0,Akshay Bhatia,56630,920.0,42.0,12.0,27.0,94.0,30.0,10.0,37.0,27.0,113.0,53.0,76.0,17.0,82.0,20.0,40.0,-0.31,53.0,0.494,-0.063,0.328,30.207,2916.333,39432.0,132.0,1944.0,68.0,69.0,69.0,30.118,-3.847,20.019,23.314,23.314,23.314,69.605,46.289,4811.0,4811.0
1080.0,1152.0,1851.0,370.0,68.11%,54.74%,64.81%,1.607,"8' 7""",70.878,-0.288,298.1,0.299,70.48,-0.288,-0.211,0.473,0.587,0.343,29.97%,568.0,1293.0,736.0,700.0,23.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,380.0,6.0,-2.0,-1.0,0.0,1.0,-5.0,0.0,-2.0,-10.0,-3.0,-1.0,2.0,-7.0,-1.0,3.0,208.0,Austin Eckroat,57362,834.0,94.0,78.0,143.0,101.0,14.0,71.0,126.0,143.0,144.0,162.0,162.0,18.0,125.0,40.0,34.0,-0.3,162.0,0.473,-0.211,0.343,25.203,3161.25,35768.0,120.0,1851.0,64.0,64.0,64.0,26.943,-12.024,19.527,-16.44,-16.44,-16.44,17.018,33.459,4511.0,4511.0
1170.0,1242.0,1984.0,390.0,60.66%,57.99%,66.84%,1.597,"7' 11""",70.826,-0.224,306.5,0.428,70.31,-0.224,-0.063,0.288,0.652,0.427,33.58%,552.0,1444.0,825.0,782.0,24.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,388.0,-4.0,-7.0,-3.0,2.0,-5.0,-5.0,-2.0,-7.0,-3.0,-1.0,-6.0,-3.0,-6.0,3.0,-1.0,225.0,Cameron Young,57366,910.0,63.0,68.0,135.0,34.0,88.0,57.0,103.0,135.0,113.0,119.0,129.0,52.0,65.0,29.0,19.0,-0.31,119.0,0.288,-0.063,0.427,33.713,3071.833,39848.0,130.0,1984.0,69.0,65.0,65.0,17.255,-3.8,25.646,-13.459,-13.459,-13.459,25.654,39.115,4570.0,4570.0
954.0,954.0,1488.0,329.0,60.99%,63.35%,63.10%,1.56,"6' 11""",70.646,0.3,293.7,0.339,69.68,0.3,-0.021,0.293,0.038,-0.234,33.28%,444.0,1041.0,602.0,602.0,24.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,352.0,3.0,-4.0,-4.0,10.0,1.0,0.0,-4.0,-4.0,-7.0,9.0,-6.0,-12.0,-3.0,-4.0,3.0,223.0,Chandler Phillips,57900,728.0,11.0,50.0,44.0,132.0,83.0,64.0,30.0,44.0,100.0,32.0,20.0,50.0,153.0,94.0,140.0,-0.32,32.0,0.293,-0.021,-0.234,54.798,2264.75,31134.0,106.0,1488.0,53.0,57.0,57.0,14.644,-1.032,-11.697,15.022,15.022,15.022,16.938,1.916,3972.0,3972.0
1044.0,1044.0,1629.0,355.0,54.88%,62.50%,65.52%,1.56,"6' 4""",70.749,0.089,298.3,0.453,69.66,0.089,0.421,0.161,0.364,-0.218,34.26%,439.0,1181.0,684.0,684.0,20.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,360.0,3.0,5.0,11.0,-7.0,28.0,18.0,15.0,5.0,9.0,9.0,1.0,22.0,4.0,18.0,-8.0,225.0,Harry Hall,57975,800.0,11.0,58.0,79.0,97.0,151.0,53.0,27.0,79.0,7.0,46.0,1.0,74.0,109.0,60.0,138.0,-0.32,46.0,0.161,0.421,-0.218,66.679,2248.667,34599.0,116.0,1629.0,58.0,61.0,61.0,8.558,22.294,-11.558,4.703,4.703,4.703,23.998,19.294,4249.0,4249.0
1188.0,1260.0,2011.0,401.0,61.10%,61.10%,69.28%,1.596,"7' 1""",69.831,0.148,304.4,1.193,69.14,0.148,0.49,0.335,1.045,0.22,32.55%,556.0,1483.0,858.0,823.0,19.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,365.0,3.0,-7.0,-3.0,6.0,-2.0,-1.0,-1.0,-7.0,2.0,9.0,9.0,-17.0,-3.0,0.0,3.0,223.0,Davis Thompson,58168,910.0,60.0,5.0,68.0,48.0,82.0,9.0,5.0,68.0,3.0,70.0,31.0,41.0,19.0,13.0,54.0,-0.31,70.0,0.335,0.49,0.22,48.183,2845.75,40180.0,132.0,2011.0,70.0,70.0,70.0,20.441,29.868,13.442,9.021,9.021,9.021,72.773,63.752,4840.0,4840.0
918.0,918.0,1486.0,304.0,49.22%,60.00%,66.23%,1.619,"7' 6""",71.308,-0.027,313.3,-0.114,70.31,-0.027,0.219,-0.465,-0.088,0.158,30.48%,346.0,1079.0,608.0,608.0,23.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,310.0,-1.0,-23.0,0.0,-3.0,-12.0,-11.0,-4.0,-23.0,-3.0,-10.0,5.0,-2.0,-10.0,-3.0,-6.0,186.0,Chris Gotterup,59095,703.0,124.0,117.0,104.0,6.0,176.0,118.0,103.0,104.0,40.0,90.0,76.0,165.0,87.0,110.0,68.0,-0.28,90.0,-0.465,0.219,0.158,53.625,2280.0,31956.0,102.0,1486.0,51.0,54.0,54.0,-21.4,10.089,7.283,-1.235,-1.235,-1.235,-5.262,-4.027,3797.0,3797.0
900.0,900.0,1446.0,272.0,60.69%,62.33%,67.56%,1.607,"7' 1""",70.554,-0.011,301.6,0.731,69.66,-0.011,0.326,0.299,0.741,0.116,31.85%,420.0,1065.0,608.0,608.0,24.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,292.0,1.0,-6.0,6.0,21.0,6.0,16.0,-1.0,-6.0,4.0,8.0,21.0,2.0,4.0,16.0,7.0,182.0,Mac Meissner,59143,692.0,94.0,40.0,102.0,69.0,87.0,32.0,27.0,102.0,18.0,49.0,31.0,49.0,51.0,21.0,78.0,-0.3,49.0,0.299,0.326,0.116,47.351,1924.75,30157.0,100.0,1446.0,50.0,53.0,53.0,12.847,14.036,4.998,-0.455,-0.455,-0.455,31.429,31.884,3692.0,3692.0
900.0,900.0,1453.0,290.0,53.19%,62.70%,65.44%,1.614,"7' 7""",71.263,-0.154,303.9,-0.22,70.32,-0.154,-0.073,0.157,-0.066,-0.15,28.18%,367.0,1051.0,589.0,589.0,23.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,311.0,2.0,-10.0,0.0,-1.0,-16.0,-16.0,-22.0,-10.0,7.0,-2.0,11.0,-17.0,-4.0,-3.0,0.0,195.0,Parker Coody,59442,690.0,108.0,115.0,123.0,50.0,165.0,129.0,105.0,123.0,116.0,44.0,83.0,75.0,114.0,104.0,126.0,-0.26,44.0,0.157,-0.073,-0.15,49.947,2203.75,30089.0,99.0,1453.0,50.0,53.0,53.0,6.769,-3.158,-6.458,-6.614,-6.614,-6.614,-9.457,-2.845,3727.0,3727.0
900.0,900.0,1426.0,268.0,55.76%,58.33%,66.67%,1.584,"8' 1""",71.158,0.686,310.4,0.117,69.98,0.686,-0.211,-0.418,-0.569,0.06,33.95%,387.0,1038.0,600.0,600.0,20.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,300.0,3.0,7.0,7.0,0.0,31.0,31.0,16.0,7.0,16.0,35.0,13.0,0.0,-17.0,6.0,11.0,175.0,Pierceson Coody,59836,694.0,38.0,103.0,3.0,13.0,146.0,92.0,61.0,3.0,144.0,112.0,142.0,161.0,72.0,152.0,89.0,-0.33,112.0,-0.418,-0.211,0.06,62.357,2156.417,30727.0,99.0,1426.0,50.0,53.0,53.0,-17.157,-8.633,2.445,28.137,28.137,28.137,4.794,-23.343,3709.0,3709.0
918.0,918.0,1467.0,341.0,56.62%,53.22%,62.75%,1.598,"8' 0""",71.339,0.061,305.1,-0.333,70.64,0.061,-0.184,0.048,-0.393,-0.257,35.14%,402.0,996.0,576.0,576.0,21.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,342.0,0.0,-5.0,-2.0,-1.0,-2.0,-11.0,-1.0,-5.0,-1.0,-6.0,-6.0,-2.0,-3.0,-3.0,-2.0,182.0,Nick Dunlap,59866,710.0,67.0,121.0,85.0,43.0,141.0,137.0,143.0,85.0,140.0,172.0,138.0,91.0,156.0,146.0,143.0,-0.33,172.0,0.048,-0.184,-0.257,38.643,2718.917,31125.0,102.0,1467.0,51.0,55.0,55.0,2.299,-8.834,-12.351,2.924,2.924,2.924,-15.962,-18.885,3885.0,3885.0
828.0,828.0,1308.0,219.0,57.39%,63.12%,65.94%,1.58,"6' 7""",70.817,0.487,297.4,0.352,69.62,0.487,0.129,0.173,-0.135,-0.436,33.15%,365.0,949.0,546.0,546.0,23.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,282.0,3.0,2.0,2.0,4.0,-6.0,-1.0,-9.0,2.0,-12.0,-5.0,0.0,4.0,5.0,-6.0,-2.0,178.0,Jacob Bridgeman,60004,636.0,27.0,66.0,19.0,108.0,131.0,63.0,23.0,19.0,62.0,40.0,5.0,68.0,97.0,114.0,160.0,-0.32,40.0,0.173,0.129,-0.436,59.828,1440.5,27363.0,92.0,1308.0,46.0,50.0,50.0,6.387,4.773,-16.149,18.021,18.021,18.021,13.034,-4.987,3481.0,3481.0
720.0,720.0,1171.0,220.0,58.33%,56.15%,66.11%,1.626,"7' 7""",71.625,-0.626,303.1,-0.78,70.55,-0.626,0.124,-0.166,-0.154,-0.112,31.08%,322.0,842.0,476.0,476.0,25.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,244.0,-1.0,-9.0,4.0,6.0,-4.0,-7.0,-1.0,-9.0,-13.0,-3.0,11.0,4.0,-17.0,5.0,16.0,137.0,Joe Highsmith,60067,552.0,134.0,149.0,172.0,56.0,119.0,165.0,134.0,172.0,65.0,153.0,83.0,123.0,93.0,119.0,119.0,-0.3,153.0,-0.166,0.124,-0.112,47.484,1661.833,23943.0,79.0,1171.0,40.0,44.0,44.0,-5.477,4.083,-3.69,-20.669,-20.669,-20.669,-25.749,-5.082,3104.0,3104.0
