PLAYER_ID,RANK,MOVEMENT,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS,TOTAL SG:PUTTING,TOTAL STROKES,TOTAL ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL ADJUSTMENT,TOTAL SG:APP,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK,TOTAL SG:OTT,SG:OTT,SG:APR,SG:ARG,PAR OR BETTER,MISSED GIR,TOTAL DISTANCE,TOTAL DRIVES,TOTAL SG:ARG,FAIRWAYS HIT,POSSIBLE FAIRWAYS
36884,147,4,Ben Kohles,-0.468,-22.473,-23.197,0.722,48.0,0.722,4160.0,59.0,67.07%,664.0,990.0,-0.25,52.876,-2.432,"8' 1""",2438.25,303.0,137.0,-3.653,-0.076,-0.051,-0.356,187.0,326.0,31658.0,110.0,-17.11,542.0,763.0
37212,176,-2,Paul Barjon,-1.927,-55.897,-49.471,-6.428,29.0,-6.428,2727.0,38.0,62.58%,383.0,612.0,-0.26,45.978,-26.42,"9' 6""",1750.5,185.0,176.0,3.967,0.137,-0.911,-0.932,115.0,229.0,21083.0,68.0,-27.018,261.0,470.0
37275,113,12,Sam Ryder,-0.071,-3.201,-7.867,4.666,45.0,4.666,3861.0,55.0,66.88%,614.0,918.0,-0.32,61.585,15.139,"7' 10""",2259.833,290.0,156.0,-16.098,-0.358,0.336,-0.154,170.0,304.0,29680.0,102.0,-6.923,450.0,706.0
37378,48,-15,Min Woo Lee,0.49,22.03,23.31,-1.279,45.0,-1.279,3786.0,54.0,64.67%,582.0,900.0,-0.31,26.405,-14.662,"7' 8""",2386.583,310.0,160.0,31.26,0.695,-0.326,0.149,175.0,318.0,31437.0,100.0,6.696,420.0,694.0
37455,21,5,Si Woo Kim,0.84,53.744,76.485,-22.741,64.0,-22.741,5076.0,73.0,66.26%,823.0,1242.0,-0.3,54.24,35.091,"6' 8""",2958.083,444.0,13.0,25.601,0.4,0.548,0.247,274.0,419.0,40489.0,138.0,15.779,656.0,962.0
38991,155,-1,Alejandro Tosti,-0.61,-26.856,-10.137,-16.719,44.0,-16.719,3534.0,50.0,65.01%,550.0,846.0,-0.3,45.121,-24.795,"7' 8""",2194.0,285.0,174.0,26.251,0.597,-0.564,-0.264,154.0,296.0,29348.0,94.0,-11.595,329.0,648.0
39324,111,8,J.J. Spaun,-0.058,-2.713,2.95,-5.664,47.0,-5.664,3451.0,49.0,67.91%,599.0,882.0,-0.28,45.184,16.752,"6' 9""",1884.5,278.0,115.0,-11.811,-0.251,0.356,-0.043,165.0,283.0,29149.0,98.0,-2.004,390.0,678.0
39327,22,3,Ben Silverman,0.836,44.288,15.875,28.412,53.0,28.412,4373.0,63.0,68.89%,744.0,1080.0,-0.27,67.423,4.274,"7' 7""",2531.917,335.0,7.0,4.31,0.081,0.081,0.138,228.0,336.0,35015.0,120.0,7.291,531.0,830.0
39546,18,-5,Keith Mitchell,0.96,52.775,77.235,-24.46,55.0,-24.46,4214.0,61.0,70.96%,728.0,1026.0,-0.31,61.22,40.54,"7' 2""",2207.583,308.0,94.0,43.466,0.79,0.737,-0.123,178.0,298.0,35338.0,114.0,-6.786,469.0,786.0
39971,24,8,Sungjae Im,0.814,48.023,42.41,5.613,59.0,5.613,4671.0,67.0,64.90%,736.0,1134.0,-0.32,56.366,4.425,"6' 4""",2483.833,390.0,33.0,21.113,0.358,0.075,0.286,252.0,398.0,37272.0,126.0,16.858,564.0,880.0
39975,103,-2,Michael Kim,0.025,1.115,-3.703,4.817,45.0,4.817,4046.0,58.0,69.03%,671.0,972.0,-0.3,59.332,7.551,"7' 5""",1896.083,255.0,135.0,-14.213,-0.316,0.168,0.066,173.0,301.0,32265.0,107.0,2.958,404.0,746.0
39977,80,-14,Max Homa,0.237,13.038,12.157,0.881,55.0,0.881,4302.0,61.0,63.93%,702.0,1098.0,-0.29,30.538,9.608,"7' 3""",2896.417,398.0,20.0,-13.005,-0.236,0.175,0.283,257.0,396.0,36580.0,122.0,15.54,481.0,854.0
39997,14,5,Corey Conners,1.027,67.764,80.923,-13.157,66.0,-13.157,4943.0,71.0,71.13%,909.0,1278.0,-0.3,40.603,56.282,"7' 7""",2853.667,378.0,147.0,24.729,0.375,0.853,-0.002,208.0,369.0,42547.0,142.0,-0.102,645.0,994.0
40006,20,0,Erik van Rooyen,0.903,48.743,25.845,22.9,54.0,22.9,4379.0,63.0,69.77%,741.0,1062.0,-0.32,63.256,17.387,"8' 4""",2679.5,323.0,122.0,21.696,0.402,0.322,-0.245,186.0,321.0,35695.0,118.0,-13.239,485.0,822.0
40026,110,-2,Daniel Berger,-0.055,-2.028,24.677,-26.705,37.0,-26.705,3370.0,48.0,69.19%,548.0,792.0,-0.24,41.886,16.219,"8' 5""",1910.083,227.0,165.0,11.629,0.314,0.438,-0.086,133.0,244.0,26034.0,88.0,-3.173,424.0,610.0
40058,109,22,Zac Blair,-0.04,-1.963,0.033,-1.997,49.0,-1.997,3799.0,54.0,63.78%,574.0,900.0,-0.27,40.703,1.393,"7' 4""",2470.667,338.0,60.0,-13.564,-0.277,0.028,0.249,201.0,326.0,27967.0,100.0,12.191,472.0,696.0
40098,55,-2,Matt Fitzpatrick,0.442,23.871,4.286,19.585,54.0,19.585,4143.0,59.0,65.07%,691.0,1062.0,-0.32,30.995,-3.33,"7' 4""",2678.0,364.0,87.0,4.865,0.09,-0.062,0.051,223.0,371.0,35441.0,118.0,2.738,529.0,826.0
40115,117,0,Adam Svensson,-0.108,-7.885,36.482,-44.367,73.0,-44.367,5299.0,75.0,65.48%,884.0,1350.0,-0.25,43.757,26.217,"7' 2""",3441.417,480.0,62.0,4.976,0.068,0.359,0.072,287.0,466.0,44581.0,150.0,5.289,671.0,1046.0
40162,95,-7,Justin Lower,0.076,4.416,-11.02,15.435,58.0,15.435,4693.0,67.0,68.25%,774.0,1134.0,-0.26,51.033,9.382,"8' 2""",2705.25,331.0,107.0,-12.005,-0.207,0.162,-0.145,212.0,360.0,37282.0,126.0,-8.397,525.0,869.0
40250,37,-2,Taylor Pendrith,0.658,33.54,5.216,28.323,51.0,28.323,4126.0,59.0,65.48%,660.0,1008.0,-0.31,27.593,-0.541,"8' 2""",2890.917,354.0,68.0,0.836,0.016,-0.011,0.096,213.0,348.0,34686.0,112.0,4.921,445.0,776.0
45157,146,7,Cam Davis,-0.439,-24.578,-11.404,-13.174,56.0,-13.174,4528.0,64.0,63.39%,696.0,1098.0,-0.3,44.257,-3.553,"7' 10""",2932.0,375.0,121.0,-7.832,-0.14,-0.063,0.0,233.0,402.0,36608.0,122.0,-0.02,514.0,850.0
45242,72,-18,Kevin Yu,0.298,13.993,37.991,-23.998,47.0,-23.998,3832.0,55.0,71.35%,655.0,918.0,-0.25,55.103,25.609,"8' 3""",2095.833,253.0,96.0,29.392,0.625,0.545,-0.362,157.0,263.0,31590.0,102.0,-17.01,412.0,710.0
45522,17,-2,Christiaan Bezuidenhout,0.973,54.479,23.019,31.46,56.0,31.46,4322.0,62.0,62.74%,655.0,1044.0,-0.31,24.504,18.313,"7' 2""",2660.833,373.0,18.0,-5.83,-0.104,0.327,0.188,253.0,389.0,33525.0,116.0,10.52,495.0,807.0
45609,150,-7,Tyler Duncan,-0.508,-18.78,-6.788,-11.992,37.0,-11.992,3383.0,48.0,66.54%,527.0,792.0,-0.24,49.258,-15.594,"7' 5""",1831.0,246.0,50.0,8.386,0.227,-0.421,0.011,165.0,265.0,25551.0,87.0,0.405,404.0,612.0
46046,1,0,Scottie Scheffler,2.76,137.988,136.154,1.837,50.0,1.837,3999.0,59.0,74.14%,734.0,990.0,-0.37,41.501,74.268,"6' 5""",1880.583,294.0,4.0,41.882,0.838,1.485,0.4,175.0,256.0,33256.0,110.0,19.988,514.0,770.0
46113,130,11,Ryan McCormick,-0.244,-8.045,-20.855,12.808,33.0,12.808,3033.0,43.0,66.81%,481.0,720.0,-0.31,58.068,3.803,"7' 8""",1555.75,203.0,143.0,-20.355,-0.617,0.115,-0.13,135.0,239.0,24537.0,80.0,-4.304,278.0,552.0
46340,166,-1,Alex Smalley,-0.895,-34.027,-14.672,-19.357,38.0,-19.357,3388.0,48.0,66.79%,529.0,792.0,-0.28,59.056,-9.438,"7' 2""",1696.667,238.0,140.0,7.609,0.2,-0.248,-0.338,150.0,263.0,26822.0,88.0,-12.841,364.0,610.0
46414,4,1,Aaron Rai,1.377,81.219,68.919,12.3,59.0,12.3,4764.0,69.0,72.47%,861.0,1188.0,-0.29,55.472,36.761,"7' 0""",2370.5,339.0,10.0,20.238,0.343,0.623,0.202,215.0,327.0,38710.0,132.0,11.905,664.0,910.0
46441,119,-1,Robby Shelton,-0.124,-6.303,-7.452,1.147,51.0,1.147,3869.0,55.0,63.25%,592.0,936.0,-0.3,48.33,3.077,"6' 5""",2131.25,333.0,97.0,-28.716,-0.563,0.06,0.357,205.0,344.0,30293.0,104.0,18.187,422.0,718.0
46442,15,-1,Maverick McNealy,0.998,54.897,35.027,19.87,55.0,19.87,4160.0,60.0,65.69%,674.0,1026.0,-0.33,56.969,-7.69,"6' 8""",2439.333,364.0,8.0,21.717,0.395,-0.14,0.382,234.0,352.0,34651.0,114.0,20.985,478.0,790.0
46717,40,0,Viktor Hovland,0.593,23.72,11.579,12.142,40.0,12.142,3018.0,43.0,68.22%,528.0,774.0,-0.34,28.433,12.354,"8' 7""",2187.833,255.0,168.0,25.02,0.626,0.309,-0.645,133.0,246.0,25900.0,86.0,-25.809,374.0,602.0
47079,168,-2,Harrison Endycott,-1.309,-31.414,-21.449,-9.966,24.0,-9.966,2616.0,37.0,65.49%,389.0,594.0,-0.25,47.517,-9.775,"7' 6""",1164.333,155.0,100.0,-8.386,-0.349,-0.407,-0.137,122.0,205.0,18812.0,65.0,-3.289,289.0,454.0
47347,128,-2,Adam Schenk,-0.214,-12.814,-15.397,2.582,60.0,2.582,4874.0,69.0,64.81%,770.0,1188.0,-0.28,61.95,-23.607,"7' 9""",3134.583,403.0,89.0,12.805,0.213,-0.393,-0.077,251.0,418.0,39732.0,132.0,-4.609,565.0,924.0
47420,96,-1,Jake Knapp,0.073,4.308,2.115,2.193,59.0,2.193,4731.0,67.0,65.71%,757.0,1152.0,-0.31,54.091,14.104,"7' 10""",2822.25,362.0,144.0,0.611,0.01,0.239,-0.214,223.0,395.0,39594.0,128.0,-12.613,509.0,890.0
47483,115,-12,Will Zalatoris,-0.082,-3.684,9.282,-12.966,45.0,-12.966,3814.0,54.0,63.89%,575.0,900.0,-0.25,19.863,11.092,"7' 7""",2374.833,314.0,63.0,3.41,0.076,0.246,-0.116,200.0,325.0,29981.0,100.0,-5.218,420.0,694.0
47504,28,1,Sam Burns,0.791,39.533,23.351,16.183,50.0,16.183,3976.0,57.0,64.57%,616.0,954.0,-0.34,40.736,0.792,"7' 10""",2569.0,328.0,48.0,18.099,0.362,0.016,0.089,211.0,338.0,32399.0,106.0,4.447,471.0,744.0
47591,90,3,Eric Cole,0.124,8.533,-10.301,18.833,69.0,18.833,5562.0,79.0,61.33%,828.0,1350.0,-0.33,58.41,0.92,"6' 9""",3237.75,478.0,69.0,-20.818,-0.302,0.013,0.139,319.0,522.0,44677.0,150.0,9.599,628.0,1046.0
47663,101,3,Kevin Dougherty,0.042,1.463,6.674,-5.212,35.0,-5.212,3019.0,43.0,68.75%,495.0,720.0,-0.28,51.407,-13.144,"7' 9""",1781.0,229.0,116.0,34.61,0.989,-0.376,-0.423,131.0,225.0,25288.0,80.0,-14.794,313.0,548.0
47679,45,15,Victor Perez,0.514,25.166,20.331,4.836,49.0,4.836,4051.0,58.0,68.58%,716.0,1044.0,-0.28,28.163,16.249,"7' 3""",2091.833,287.0,102.0,7.366,0.15,0.332,-0.067,195.0,328.0,34603.0,115.0,-3.285,482.0,798.0
47983,136,4,Chad Ramey,-0.328,-14.11,-29.11,14.997,43.0,14.997,3595.0,51.0,65.05%,562.0,864.0,-0.28,49.018,-21.016,"7' 1""",1910.75,270.0,133.0,-6.038,-0.14,-0.489,-0.048,174.0,302.0,28104.0,96.0,-2.054,418.0,662.0
47988,139,-3,Nick Hardy,-0.352,-18.634,-9.633,-9.003,53.0,-9.003,4027.0,57.0,68.52%,703.0,1026.0,-0.27,59.611,4.57,"8' 10""",2683.667,305.0,124.0,12.644,0.239,0.086,-0.507,187.0,323.0,34095.0,113.0,-26.848,451.0,796.0
47993,36,-14,Denny McCarthy,0.67,42.854,-2.275,45.129,64.0,45.129,4835.0,69.0,61.35%,762.0,1242.0,-0.32,35.016,-5.221,"6' 10""",3044.75,445.0,6.0,-21.203,-0.331,-0.082,0.377,326.0,480.0,39982.0,138.0,24.135,599.0,968.0
47995,162,-5,Davis Riley,-0.765,-39.033,-47.888,8.855,51.0,8.855,3957.0,56.0,64.36%,614.0,954.0,-0.3,74.728,-19.673,"8' 0""",2712.0,339.0,139.0,-21.74,-0.426,-0.386,-0.127,194.0,340.0,32032.0,106.0,-6.477,429.0,736.0
48081,2,0,Xander Schauffele,2.201,116.638,85.828,30.81,53.0,30.81,4319.0,63.0,70.15%,745.0,1062.0,-0.33,40.053,41.295,"7' 7""",2750.0,362.0,1.0,31.78,0.6,0.779,0.24,223.0,317.0,36138.0,118.0,12.74,507.0,822.0
48117,68,8,Kurt Kitayama,0.326,16.95,36.6,-19.65,52.0,-19.65,3991.0,57.0,65.89%,676.0,1026.0,-0.29,45.914,14.089,"6' 10""",2224.333,327.0,45.0,21.211,0.408,0.271,0.025,219.0,350.0,34936.0,114.0,1.288,471.0,794.0
48119,171,1,Ben Taylor,-1.41,-52.154,-55.746,3.589,37.0,3.589,2943.0,41.0,60.38%,413.0,684.0,-0.26,39.864,-32.014,"7' 7""",1940.5,255.0,164.0,-25.349,-0.685,-0.865,0.044,148.0,271.0,22786.0,76.0,1.619,259.0,526.0
48153,93,-18,Matthieu Pavon,0.11,4.524,-2.91,7.435,41.0,7.435,3592.0,51.0,66.19%,560.0,846.0,-0.28,21.671,14.224,"8' 9""",2102.75,241.0,130.0,0.204,0.005,0.347,-0.423,165.0,286.0,27960.0,94.0,-17.337,415.0,656.0
48319,164,-1,Tom Whitney,-0.774,-25.557,-7.285,-18.274,33.0,-18.274,3198.0,45.0,67.86%,513.0,756.0,-0.24,45.356,1.75,"8' 7""",1771.833,207.0,163.0,8.756,0.265,0.053,-0.539,133.0,243.0,24934.0,84.0,-17.793,376.0,580.0
48699,167,3,Callum Tarren,-1.127,-46.189,-26.799,-19.392,41.0,-19.392,3492.0,49.0,63.89%,529.0,828.0,-0.26,41.931,-12.109,"7' 8""",2096.167,272.0,171.0,-7.101,-0.173,-0.295,-0.185,160.0,299.0,28389.0,92.0,-7.59,336.0,634.0
48867,135,-7,Matti Schmid,-0.312,-12.168,-16.381,4.211,39.0,4.211,3589.0,51.0,66.67%,576.0,864.0,-0.3,44.209,-11.165,"7' 11""",2134.917,271.0,131.0,3.903,0.1,-0.286,-0.234,166.0,288.0,28996.0,95.0,-9.134,380.0,660.0
48887,78,-7,Matt Wallace,0.256,12.022,9.059,2.962,47.0,2.962,3545.0,51.0,69.21%,598.0,864.0,-0.28,67.995,12.277,"7' 10""",2204.583,282.0,42.0,-14.2,-0.302,0.261,0.234,167.0,266.0,28764.0,96.0,10.984,351.0,664.0
49771,67,3,J.T. Poston,0.328,19.049,1.643,17.407,58.0,17.407,4691.0,67.0,65.26%,740.0,1134.0,-0.31,49.101,-8.093,"7' 1""",2595.333,367.0,92.0,-1.942,-0.033,-0.14,0.201,236.0,394.0,36498.0,126.0,11.664,596.0,886.0
49947,105,-14,Taylor Moore,0.016,1.004,-4.335,5.339,61.0,5.339,4730.0,67.0,65.92%,795.0,1206.0,-0.28,42.071,-19.285,"7' 11""",3311.25,420.0,86.0,11.322,0.186,-0.316,0.059,248.0,411.0,40648.0,134.0,3.614,550.0,932.0
49960,58,-7,Sepp Straka,0.407,21.549,25.81,-4.261,53.0,-4.261,4152.0,59.0,68.08%,723.0,1062.0,-0.27,27.121,19.063,"8' 5""",2750.25,326.0,83.0,17.508,0.33,0.36,-0.203,205.0,339.0,34537.0,118.0,-10.775,595.0,826.0
50188,83,0,S.H. Kim,0.181,11.776,-21.075,32.852,65.0,32.852,5329.0,76.0,61.04%,802.0,1314.0,-0.35,63.944,-24.457,"7' 4""",3464.333,472.0,57.0,-12.034,-0.185,-0.376,0.237,316.0,512.0,44126.0,146.0,15.415,552.0,1012.0
50484,69,8,Hayden Springer,0.314,11.633,3.628,8.002,37.0,8.002,3287.0,47.0,66.92%,530.0,792.0,-0.32,49.735,-6.97,"7' 9""",2025.5,260.0,99.0,12.393,0.335,-0.188,-0.049,156.0,262.0,27114.0,87.0,-1.795,350.0,606.0
50493,161,-1,Justin Suh,-0.758,-29.571,-54.51,24.937,39.0,24.937,3328.0,47.0,64.52%,511.0,792.0,-0.29,50.024,-29.435,"9' 2""",1999.417,218.0,173.0,-6.92,-0.177,-0.755,-0.465,149.0,281.0,26370.0,88.0,-18.153,367.0,608.0
50497,170,-3,Adrien Dumont de Chassart,-1.363,-55.9,-44.93,-10.97,41.0,-10.97,3749.0,53.0,65.78%,592.0,900.0,-0.28,66.629,-16.481,"7' 11""",1930.333,245.0,169.0,-17.667,-0.431,-0.402,-0.263,166.0,308.0,30255.0,100.0,-10.782,379.0,692.0
50525,5,1,Collin Morikawa,1.372,72.725,64.708,8.017,53.0,8.017,4092.0,59.0,65.54%,696.0,1062.0,-0.35,24.442,18.003,"6' 10""",2577.417,379.0,27.0,26.246,0.495,0.34,0.386,235.0,366.0,34704.0,118.0,20.444,595.0,826.0
51070,169,-1,Vincent Norrman,-1.344,-56.454,-16.13,-40.326,42.0,-40.326,3080.0,43.0,68.86%,533.0,774.0,-0.18,32.757,-14.348,"9' 3""",2459.917,267.0,170.0,11.777,0.28,-0.342,-0.323,129.0,241.0,26741.0,86.0,-13.561,344.0,599.0
51287,75,-20,Ryo Hisatsune,0.282,14.39,21.992,-7.604,51.0,-7.604,4329.0,62.0,69.92%,730.0,1044.0,-0.26,60.418,10.761,"7' 3""",2324.75,319.0,93.0,0.758,0.015,0.211,0.205,188.0,314.0,33972.0,115.0,10.474,502.0,802.0
51349,149,-6,Nico Echavarria,-0.506,-24.8,-16.387,-8.416,49.0,-8.416,4355.0,62.0,68.20%,712.0,1044.0,-0.29,78.248,-11.506,"7' 10""",2454.333,312.0,149.0,-4.233,-0.086,-0.235,-0.013,187.0,332.0,34066.0,116.0,-0.646,521.0,808.0
51600,162,-3,Jimmy Stanger,-0.765,-19.893,-8.029,-11.866,26.0,-11.866,2737.0,39.0,66.03%,416.0,630.0,-0.28,47.247,-14.826,"8' 3""",1504.583,182.0,108.0,11.2,0.431,-0.57,-0.17,126.0,214.0,21035.0,69.0,-4.416,300.0,484.0
51634,11,0,Sahith Theegala,1.131,68.97,43.284,25.687,61.0,25.687,4670.0,67.0,68.41%,825.0,1206.0,-0.31,32.692,23.835,"8' 2""",3131.75,383.0,64.0,24.448,0.401,0.391,-0.082,234.0,381.0,40626.0,134.0,-5.013,561.0,934.0
51696,82,38,Rico Hoey,0.205,8.004,25.329,-17.327,39.0,-17.327,3568.0,51.0,68.52%,592.0,864.0,-0.31,52.636,4.902,"7' 7""",1864.333,247.0,105.0,25.541,0.655,0.126,-0.131,161.0,272.0,29700.0,96.0,-5.115,404.0,664.0
51766,12,0,Wyndham Clark,1.12,53.777,29.201,24.577,48.0,24.577,3816.0,55.0,66.23%,608.0,918.0,-0.38,48.496,8.02,"7' 8""",2337.0,305.0,128.0,18.555,0.387,0.167,0.054,179.0,310.0,31954.0,102.0,2.611,383.0,710.0
51890,124,-14,Greyson Sigg,-0.163,-7.668,21.512,-29.182,47.0,-29.182,3926.0,56.0,69.55%,651.0,936.0,-0.21,44.632,25.821,"8' 1""",2374.417,295.0,31.0,-8.304,-0.177,0.549,0.085,181.0,285.0,30387.0,104.0,3.996,464.0,716.0
51894,153,-5,Vince Whaley,-0.586,-19.343,-23.792,4.447,33.0,4.447,3230.0,46.0,63.10%,477.0,756.0,-0.3,58.191,-11.611,"8' 0""",1901.5,238.0,66.0,-18.785,-0.569,-0.352,0.2,171.0,279.0,25134.0,83.0,6.603,298.0,580.0
51977,56,13,Max Greyserman,0.432,18.996,4.134,14.861,44.0,14.861,3973.0,57.0,66.46%,634.0,954.0,-0.3,47.363,0.892,"8' 6""",2417.75,284.0,90.0,5.234,0.119,0.02,-0.045,192.0,320.0,32545.0,105.0,-1.994,419.0,729.0
51997,23,-5,Andrew Novak,0.824,45.31,35.693,9.616,55.0,9.616,4095.0,59.0,69.35%,699.0,1008.0,-0.31,59.303,21.022,"6' 10""",2190.917,322.0,42.0,6.204,0.113,0.382,0.154,194.0,309.0,33552.0,112.0,8.467,440.0,768.0
52215,29,14,Robert MacIntyre,0.777,39.606,25.952,13.654,51.0,13.654,4087.0,59.0,67.66%,682.0,1008.0,-0.3,58.408,0.468,"7' 1""",2434.5,345.0,24.0,17.146,0.336,0.009,0.164,210.0,326.0,33976.0,112.0,8.339,443.0,770.0
52372,145,0,Cameron Champ,-0.429,-13.307,-23.039,9.73,31.0,9.73,2615.0,37.0,66.01%,404.0,612.0,-0.28,37.983,-32.411,"9' 3""",1903.0,206.0,150.0,27.36,0.883,-1.046,-0.58,117.0,208.0,21756.0,68.0,-17.99,257.0,464.0
52374,133,17,Brandon Wu,-0.28,-12.301,-11.59,-0.713,44.0,-0.713,3945.0,56.0,66.14%,631.0,954.0,-0.29,53.908,-1.354,"7' 8""",2047.583,267.0,141.0,-15.911,-0.362,-0.031,0.129,184.0,323.0,31022.0,105.0,5.676,457.0,736.0
52375,33,-3,Doug Ghim,0.727,34.917,43.284,-8.369,48.0,-8.369,3900.0,56.0,69.50%,663.0,954.0,-0.27,47.571,28.062,"7' 6""",2124.667,283.0,37.0,15.7,0.327,0.585,-0.01,184.0,291.0,30860.0,106.0,-0.492,502.0,730.0
52453,123,4,Nicolai Højgaard,-0.156,-6.72,6.263,-12.983,43.0,-12.983,3625.0,51.0,65.69%,603.0,918.0,-0.27,12.896,15.241,"9' 0""",2339.083,260.0,152.0,6.84,0.159,0.354,-0.368,177.0,315.0,31610.0,102.0,-15.819,379.0,706.0
52513,65,-16,Carson Young,0.332,16.279,10.077,6.2,49.0,6.2,3906.0,56.0,67.84%,635.0,936.0,-0.29,58.902,8.265,"7' 9""",2214.167,287.0,117.0,14.926,0.305,0.169,-0.268,175.0,301.0,30673.0,104.0,-13.113,495.0,718.0
52514,127,-3,Trace Crowe,-0.213,-6.38,-10.053,3.672,30.0,3.672,2804.0,40.0,63.96%,426.0,666.0,-0.33,49.938,-11.047,"7' 7""",1448.917,191.0,112.0,4.157,0.139,-0.368,-0.105,140.0,240.0,21930.0,73.0,-3.163,307.0,510.0
52666,87,-1,Sami Valimaki,0.15,6.748,7.084,-0.337,45.0,-0.337,3440.0,49.0,67.03%,555.0,828.0,-0.3,43.612,5.872,"7' 11""",2112.917,268.0,134.0,7.341,0.163,0.13,-0.136,157.0,273.0,27482.0,92.0,-6.141,401.0,634.0
52955,6,2,Ludvig Åberg,1.312,66.91,58.541,8.37,51.0,8.37,3949.0,57.0,69.40%,712.0,1026.0,-0.32,31.748,30.648,"7' 8""",2293.5,300.0,14.0,26.686,0.523,0.601,0.023,205.0,314.0,35135.0,114.0,1.192,503.0,798.0
54421,152,0,Garrick Higgo,-0.569,-25.057,-33.593,8.535,44.0,8.535,3806.0,54.0,65.25%,599.0,918.0,-0.3,63.834,-18.027,"8' 5""",2291.75,273.0,119.0,-8.709,-0.198,-0.41,-0.156,185.0,319.0,31436.0,102.0,-6.857,387.0,706.0
54576,106,28,Patrick Fishburn,-0.001,-0.035,-0.011,-0.025,29.0,-0.025,2875.0,41.0,70.32%,481.0,684.0,-0.25,51.838,-9.519,"8' 8""",1588.167,183.0,19.0,20.36,0.702,-0.328,-0.374,132.0,203.0,23398.0,76.0,-10.853,319.0,526.0
54591,38,-1,Ben Griffin,0.648,41.486,20.902,20.584,64.0,20.584,5395.0,78.0,67.79%,903.0,1332.0,-0.31,90.534,15.548,"7' 2""",2870.417,402.0,11.0,-7.993,-0.125,0.243,0.209,281.0,429.0,43692.0,148.0,13.346,575.0,1024.0
54628,122,0,Lee Hodges,-0.146,-9.214,-2.847,-6.366,63.0,-6.366,4939.0,70.0,65.26%,787.0,1206.0,-0.26,61.729,20.303,"8' 2""",3326.25,409.0,54.0,-13.531,-0.215,0.322,-0.153,259.0,419.0,39450.0,134.0,-9.634,607.0,934.0
54783,54,2,Dylan Wu,0.448,23.759,14.22,9.537,53.0,9.537,3985.0,57.0,67.08%,652.0,972.0,-0.31,56.265,22.728,"7' 0""",2287.583,325.0,74.0,-15.787,-0.298,0.429,0.137,195.0,320.0,31654.0,108.0,7.264,437.0,744.0
55182,50,9,Tom Kim,0.471,31.075,30.794,0.283,66.0,0.283,5176.0,74.0,66.67%,852.0,1278.0,-0.31,50.114,14.047,"7' 5""",3162.167,428.0,106.0,11.437,0.173,0.213,0.08,251.0,426.0,42294.0,142.0,5.308,658.0,994.0
55454,153,-11,Carl Yuan,-0.586,-24.04,7.695,-31.738,41.0,-31.738,3337.0,47.0,62.50%,495.0,792.0,-0.26,44.75,-6.927,"7' 5""",2111.167,285.0,79.0,14.956,0.365,-0.169,-0.008,180.0,297.0,27270.0,88.0,-0.334,354.0,606.0
55708,138,-5,Hayden Buckley,-0.336,-15.797,-17.454,1.656,47.0,1.656,3814.0,54.0,65.90%,605.0,918.0,-0.26,58.839,-18.222,"7' 5""",2170.417,292.0,88.0,5.104,0.109,-0.388,-0.092,188.0,313.0,30259.0,102.0,-4.337,461.0,708.0
55789,132,-23,Taylor Montgomery,-0.253,-9.343,-40.504,31.161,37.0,31.161,3024.0,43.0,60.40%,424.0,702.0,-0.31,46.824,-14.07,"7' 3""",1907.0,263.0,29.0,-33.576,-0.907,-0.38,0.193,178.0,278.0,22735.0,78.0,7.128,253.0,538.0
55893,43,1,Sam Stevens,0.539,29.651,13.166,16.484,55.0,16.484,4731.0,68.0,68.84%,793.0,1152.0,-0.28,71.445,-18.063,"7' 1""",2398.417,340.0,25.0,22.165,0.403,-0.328,0.165,231.0,359.0,39308.0,128.0,9.064,507.0,882.0
56630,10,0,Akshay Bhatia,1.141,69.605,46.289,23.314,61.0,23.314,4811.0,69.0,66.41%,789.0,1188.0,-0.31,30.207,30.118,"7' 6""",2916.333,389.0,53.0,20.019,0.328,0.494,-0.063,247.0,399.0,39432.0,132.0,-3.847,599.0,920.0
57362,71,1,Austin Eckroat,0.299,17.018,33.459,-16.44,57.0,-16.44,4511.0,64.0,64.81%,700.0,1080.0,-0.3,25.203,26.943,"8' 7""",3161.25,370.0,162.0,19.527,0.343,0.473,-0.211,208.0,380.0,35768.0,120.0,-12.024,568.0,834.0
57366,57,-5,Cameron Young,0.428,25.654,39.115,-13.459,60.0,-13.459,4570.0,65.0,66.84%,782.0,1170.0,-0.31,33.713,17.255,"7' 11""",3071.833,390.0,119.0,25.646,0.427,0.288,-0.063,225.0,388.0,39848.0,130.0,-3.8,552.0,910.0
57900,64,1,Chandler Phillips,0.339,16.938,1.916,15.022,50.0,15.022,3972.0,57.0,63.10%,602.0,954.0,-0.32,54.798,14.644,"6' 11""",2264.75,329.0,32.0,-11.697,-0.234,0.293,-0.021,223.0,352.0,31134.0,106.0,-1.032,444.0,728.0
57975,53,28,Harry Hall,0.453,23.998,19.294,4.703,53.0,4.703,4249.0,61.0,65.52%,684.0,1044.0,-0.32,66.679,8.558,"6' 4""",2248.667,355.0,46.0,-11.558,-0.218,0.161,0.421,225.0,360.0,34599.0,116.0,22.294,439.0,800.0
