3Putts_AVG,Driver_Distance_AVG,Fairway%,GIR%,GIR_RELATIVE/PAR,GIR_off_Fairway%,GIR_on_Fairway%,PLAYER,PLAYER_ID,Par3_AVG,Par4_AVG,Par5_AVG,Putting_AVG,Putting_Birdie_Conversions,Putts_Overall_AVG,REMOVE10a,REMOVE10b,REMOVE10c,REMOVE10d,REMOVE11a,REMOVE11b,REMOVE11c,REMOVE11d,REMOVE12a,REMOVE12b,REMOVE12c,REMOVE12d,REMOVE12e,REMOVE13a,REMOVE13b,REMOVE13c,REMOVE13d,REMOVE13e,REMOVE14a,REMOVE14b,REMOVE14c,REMOVE14d,REMOVE15a,REMOVE15b,REMOVE15c,REMOVE15d,REMOVE16a,REMOVE16b,REMOVE16c,REMOVE16d,REMOVE17a,REMOVE17b,REMOVE17c,REMOVE17d,REMOVE18a,REMOVE18b,REMOVE18c,REMOVE18d,REMOVE19a,REMOVE19b,REMOVE19c,REMOVE19d,REMOVE1a,REMOVE1b,REMOVE1c,REMOVE1d,REMOVE20a,REMOVE20b,REMOVE20c,REMOVE20d,REMOVE21a,REMOVE21b,REMOVE21c,REMOVE21d,REMOVE21e,REMOVE21f,REMOVE2a,REMOVE2b,REMOVE2c,REMOVE2d,REMOVE3a,REMOVE3b,REMOVE3c,REMOVE3d,REMOVE4a,REMOVE4b,REMOVE4c,REMOVE4d,REMOVE5a,REMOVE5b,REMOVE5c,REMOVE5d,REMOVE6a,REMOVE6b,REMOVE6c,REMOVE6d,REMOVE7a,REMOVE7b,REMOVE7c,REMOVE7d,REMOVE8a,REMOVE8b,REMOVE8c,REMOVE8d,REMOVE9a,REMOVE9b,REMOVE9c,REMOVE9d,SG_APP_AVG,SG_ARG_AVG,SG_DRIVE_AVG,SG_PUTTING_AVG,SG_TOTAL_AVG,Scrambling%,Scrambling_Rough%,Scrambling_Sand%,Strokes_Adj_AVG,Total_Putts_AVG
0.6,301.7,56.66%,68.52%,-0.27,55.07%,80.27%,Nick Hardy,47988,3.06,4.05,4.59,1.808,29.49%,1.662,90.0,7.0,863.0,188.0,167.0,-1.0,1271.0,703.0,171.0,-1.0,1705.0,57.0,22.0,155.0,-1.0,4027.0,59.611,57.0,67.0,-1.0,66.0,111.0,100.0,-1.0,32.0,62.0,123.0,1.0,187.0,323.0,86.0,-1.0,4.57,53.0,172.0,-1.0,-26.848,53.0,52.0,0.0,12.644,53.0,25.0,4.0,34.0,57.0,126.0,-1.0,-9.003,53.0,140.0,-1.0,-18.634,-9.633,-9.003,53.0,140.0,0.0,451.0,796.0,66.0,2.0,34095.0,113.0,49.0,6.0,190.0,345.0,15.0,0.0,362.0,451.0,30.0,4.0,703.0,1026.0,171.0,-1.0,1705.0,1026.0,99.0,0.0,703.0,230.0,140.0,1.0,2461.0,608.0,0.086,-0.507,0.239,-0.17,-0.352,57.89%,59.46%,51.61%,71.695,29.91
0.35,289.6,61.65%,60.95%,-0.32,42.67%,72.96%,Denny McCarthy,47993,2.97,4.03,4.64,1.71,32.90%,1.536,133.0,-13.0,1040.0,224.0,3.0,2.0,1332.0,779.0,1.0,0.0,1963.0,71.0,21.0,46.0,-4.0,4986.0,28.223,71.0,22.0,-1.0,90.0,140.0,18.0,0.0,52.0,83.0,8.0,-2.0,333.0,499.0,116.0,-1.0,-5.221,64.0,14.0,0.0,24.135,64.0,153.0,-2.0,-21.203,64.0,153.0,-1.0,25.0,71.0,2.0,0.0,45.129,64.0,36.0,0.0,42.854,-2.275,45.129,64.0,75.0,-3.0,614.0,996.0,159.0,-2.0,41126.0,142.0,177.0,-2.0,163.0,382.0,161.0,0.0,448.0,614.0,172.0,-2.0,779.0,1278.0,1.0,0.0,1963.0,1278.0,3.0,-1.0,837.0,282.0,105.0,-16.0,3109.0,772.0,-0.082,0.377,-0.331,0.705,0.67,66.73%,64.29%,62.65%,70.623,27.65
0.45,302.2,58.29%,64.36%,-0.3,51.47%,78.55%,Davis Riley,47995,3.17,4.02,4.58,1.759,32.46%,1.601,79.0,7.0,843.0,184.0,91.0,0.0,1080.0,614.0,75.0,1.0,1527.0,53.0,24.0,165.0,0.0,3957.0,74.728,56.0,150.0,-1.0,73.0,137.0,137.0,-1.0,26.0,55.0,136.0,3.0,194.0,340.0,154.0,-1.0,-19.673,51.0,128.0,-1.0,-6.477,51.0,159.0,-1.0,-21.74,51.0,89.0,-2.0,24.0,53.0,61.0,0.0,8.855,51.0,163.0,-1.0,-39.033,-47.888,8.855,51.0,120.0,0.0,429.0,736.0,62.0,1.0,32032.0,106.0,111.0,5.0,158.0,307.0,40.0,2.0,337.0,429.0,128.0,5.0,614.0,954.0,75.0,1.0,1527.0,954.0,177.0,-1.0,729.0,230.0,87.0,2.0,2385.0,594.0,-0.386,-0.127,-0.426,0.174,-0.765,57.06%,53.28%,47.27%,71.995,28.81
0.17,305.7,61.96%,70.19%,-0.33,55.69%,81.80%,Xander Schauffele,48081,2.95,3.92,4.5,1.725,32.87%,1.579,13.0,-6.0,1026.0,228.0,14.0,3.0,1373.0,796.0,26.0,3.0,1791.0,63.0,23.0,2.0,0.0,4594.0,29.665,67.0,22.0,-1.0,63.0,98.0,3.0,0.0,44.0,63.0,1.0,0.0,238.0,338.0,5.0,0.0,41.295,53.0,34.0,0.0,12.74,53.0,12.0,0.0,31.78,53.0,178.0,-2.0,11.0,63.0,10.0,0.0,30.81,53.0,2.0,0.0,116.638,85.828,30.81,53.0,71.0,4.0,544.0,878.0,38.0,-1.0,38512.0,126.0,38.0,15.0,186.0,334.0,3.0,0.0,445.0,544.0,11.0,0.0,796.0,1134.0,25.0,4.0,1791.0,1134.0,1.0,1.0,802.0,272.0,2.0,0.0,2766.0,706.0,0.779,0.24,0.6,0.581,2.201,70.41%,64.29%,69.84%,69.01,28.43
0.43,306.1,58.59%,66.12%,-0.29,53.69%,76.71%,Kurt Kitayama,48117,3.0,4.04,4.57,1.778,29.92%,1.616,71.0,15.0,878.0,192.0,137.0,-17.0,1291.0,726.0,113.0,-21.0,1774.0,61.0,24.0,65.0,2.0,4282.0,35.526,61.0,74.0,-1.0,55.0,94.0,91.0,-1.0,31.0,59.0,65.0,-20.0,227.0,372.0,55.0,-1.0,14.089,52.0,87.0,0.0,1.288,52.0,20.0,0.0,21.211,52.0,101.0,6.0,26.0,61.0,152.0,-1.0,-19.65,52.0,68.0,0.0,16.95,36.6,-19.65,52.0,115.0,-5.0,498.0,850.0,35.0,-1.0,37348.0,122.0,70.0,19.0,189.0,352.0,82.0,-3.0,382.0,498.0,86.0,15.0,726.0,1098.0,113.0,-23.0,1774.0,1098.0,17.0,4.0,745.0,248.0,130.0,-41.0,2659.0,658.0,0.271,0.025,0.408,-0.378,0.326,61.02%,58.51%,52.54%,70.779,29.08
0.32,299.8,49.24%,60.38%,-0.26,50.19%,77.99%,Ben Taylor,48119,3.15,4.1,4.65,1.782,26.34%,1.605,147.0,7.0,642.0,138.0,145.0,-1.0,736.0,413.0,87.0,1.0,1098.0,38.0,24.0,172.0,0.0,2943.0,39.864,41.0,154.0,-1.0,62.0,117.0,165.0,-1.0,20.0,49.0,164.0,0.0,148.0,271.0,175.0,-1.0,-32.014,37.0,83.0,0.0,1.619,37.0,173.0,-1.0,-25.349,37.0,164.0,-1.0,12.0,38.0,77.0,0.0,3.589,37.0,172.0,-1.0,-52.154,-55.746,3.589,37.0,176.0,-1.0,259.0,526.0,82.0,2.0,22786.0,76.0,137.0,4.0,134.0,267.0,56.0,-1.0,202.0,259.0,176.0,0.0,413.0,684.0,87.0,1.0,1098.0,684.0,173.0,-1.0,536.0,170.0,169.0,1.0,1765.0,430.0,-0.865,0.044,-0.685,0.097,-1.41,54.61%,52.99%,40.82%,72.753,28.89
0.55,297.6,63.34%,65.14%,-0.27,50.96%,75.17%,Matthieu Pavon,48153,3.0,4.04,4.69,1.781,29.93%,1.623,161.0,-5.0,825.0,176.0,141.0,-14.0,1065.0,598.0,131.0,4.0,1490.0,51.0,24.0,73.0,4.0,3885.0,11.283,55.0,165.0,-1.0,46.0,91.0,150.0,-1.0,19.0,43.0,109.0,21.0,188.0,320.0,38.0,0.0,14.224,41.0,168.0,-1.0,-17.337,41.0,100.0,0.0,0.204,41.0,43.0,1.0,28.0,51.0,58.0,0.0,7.435,41.0,93.0,0.0,4.524,-2.91,7.435,41.0,50.0,3.0,451.0,712.0,103.0,5.0,30353.0,102.0,119.0,-9.0,133.0,261.0,121.0,-15.0,339.0,451.0,112.0,-23.0,598.0,918.0,130.0,3.0,1490.0,918.0,17.0,-6.0,666.0,222.0,130.0,1.0,2394.0,592.0,0.347,-0.423,0.005,0.181,0.11,58.75%,50.55%,44.19%,70.842,29.22
0.69,296.8,64.83%,67.86%,-0.24,54.90%,74.73%,Tom Whitney,48319,3.09,4.1,4.52,1.803,28.38%,1.664,25.0,4.0,723.0,160.0,163.0,-1.0,925.0,513.0,174.0,-1.0,1258.0,42.0,25.0,168.0,0.0,3198.0,45.356,45.0,112.0,-1.0,59.0,105.0,174.0,-1.0,17.0,44.0,163.0,0.0,133.0,243.0,91.0,-1.0,1.75,33.0,174.0,-1.0,-17.793,33.0,48.0,0.0,8.756,33.0,11.0,1.0,29.0,42.0,169.0,-1.0,-18.274,33.0,165.0,-1.0,-25.557,-7.285,-18.274,33.0,36.0,-1.0,376.0,580.0,112.0,3.0,24934.0,84.0,52.0,7.0,112.0,204.0,128.0,-1.0,281.0,376.0,43.0,2.0,513.0,756.0,174.0,-1.0,1258.0,756.0,130.0,3.0,581.0,188.0,169.0,1.0,1894.0,462.0,0.053,-0.539,0.265,-0.554,-0.774,54.73%,56.19%,38.64%,72.075,29.95
0.72,308.6,53.00%,63.89%,-0.26,55.03%,73.21%,Callum Tarren,48699,3.1,4.13,4.5,1.798,29.73%,1.651,13.0,3.0,747.0,166.0,157.0,1.0,951.0,529.0,165.0,-1.0,1367.0,46.0,23.0,169.0,0.0,3492.0,41.931,49.0,162.0,-1.0,65.0,127.0,107.0,-1.0,22.0,43.0,170.0,1.0,160.0,299.0,134.0,-1.0,-12.109,41.0,142.0,-1.0,-7.59,41.0,131.0,-1.0,-7.101,41.0,8.0,2.0,33.0,46.0,164.0,-1.0,-19.392,41.0,168.0,-1.0,-46.189,-26.799,-19.392,41.0,167.0,-1.0,336.0,634.0,24.0,2.0,28389.0,92.0,51.0,6.0,164.0,298.0,156.0,0.0,246.0,336.0,137.0,5.0,529.0,828.0,165.0,-1.0,1367.0,828.0,148.0,-2.0,639.0,206.0,175.0,-1.0,2106.0,510.0,-0.295,-0.185,-0.173,-0.473,-1.127,53.51%,51.18%,51.16%,72.121,29.72
0.56,305.2,57.58%,66.67%,-0.3,50.71%,79.47%,Matti Schmid,48867,3.0,4.05,4.6,1.759,32.06%,1.622,101.0,5.0,818.0,178.0,91.0,0.0,1013.0,576.0,129.0,0.0,1401.0,48.0,25.0,112.0,0.0,3589.0,44.209,51.0,146.0,-1.0,60.0,112.0,106.0,-1.0,21.0,41.0,129.0,2.0,166.0,288.0,133.0,-1.0,-11.165,39.0,148.0,-1.0,-9.134,39.0,81.0,0.0,3.903,39.0,38.0,1.0,27.0,48.0,73.0,0.0,4.211,39.0,136.0,-1.0,-12.168,-16.381,4.211,39.0,127.0,-3.0,380.0,660.0,42.0,0.0,28996.0,95.0,125.0,9.0,142.0,280.0,25.0,1.0,302.0,380.0,65.0,7.0,576.0,864.0,129.0,0.0,1401.0,864.0,17.0,4.0,649.0,216.0,140.0,1.0,2122.0,524.0,-0.286,-0.234,0.1,0.108,-0.312,57.64%,53.57%,51.22%,71.239,29.19
0.71,298.4,52.08%,68.48%,-0.28,60.58%,78.40%,Matt Wallace,48887,3.05,4.01,4.49,1.771,30.83%,1.624,10.0,-3.0,800.0,178.0,115.0,-1.0,1135.0,641.0,132.0,-3.0,1520.0,52.0,23.0,67.0,5.0,3836.0,57.607,55.0,59.0,-1.0,58.0,96.0,27.0,0.0,26.0,43.0,58.0,-16.0,181.0,295.0,57.0,-1.0,12.277,47.0,37.0,0.0,10.984,47.0,149.0,-2.0,-14.2,47.0,9.0,-5.0,37.0,52.0,83.0,0.0,2.962,47.0,78.0,0.0,12.022,9.059,2.962,47.0,169.0,-2.0,375.0,720.0,94.0,-5.0,31038.0,104.0,5.0,6.0,209.0,345.0,44.0,-19.0,294.0,375.0,32.0,-12.0,641.0,936.0,132.0,-3.0,1520.0,936.0,82.0,-9.0,696.0,228.0,64.0,-29.0,2340.0,584.0,0.261,0.234,-0.302,0.063,0.256,61.36%,60.42%,60.47%,70.793,29.23
0.43,289.5,66.63%,64.70%,-0.31,46.56%,75.21%,J.T. Poston,49771,3.05,4.01,4.58,1.731,33.69%,1.585,79.0,-7.0,998.0,218.0,26.0,2.0,1310.0,757.0,39.0,-2.0,1855.0,65.0,21.0,63.0,-6.0,4841.0,42.308,69.0,156.0,-1.0,58.0,110.0,68.0,-1.0,47.0,85.0,108.0,-16.0,243.0,413.0,122.0,-1.0,-8.093,58.0,45.0,0.0,11.664,58.0,107.0,0.0,-1.942,58.0,101.0,10.0,28.0,65.0,44.0,0.0,17.407,58.0,67.0,0.0,19.049,1.643,17.407,58.0,20.0,-1.0,609.0,914.0,160.0,-3.0,37631.0,130.0,171.0,1.0,142.0,305.0,117.0,-15.0,458.0,609.0,122.0,-7.0,757.0,1170.0,39.0,-2.0,1855.0,1170.0,82.0,6.0,830.0,272.0,64.0,-14.0,3013.0,752.0,-0.14,0.201,-0.033,0.3,0.328,58.84%,52.73%,55.29%,70.773,28.54
